#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         lina-combo-v1        -          cm        1       56     2831     2779      -    no    1 0.75   0.1   55.3   0.00021 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
NZ_NESP01000001.1    -         lina-combo-v1        -          cm        1       56  2082615  2082667      +    no    1 0.57   0.0   36.4         4 !   Limnohabitans curvus strain MWH-C5 LimA-MWH-C5-C1, whole genome shotgun sequence
DDYH01000069.1       -         lina-combo-v1        -          cm        1       56   160310   160370      +    no    1 0.62   0.0   36.4       4.1 !   TPA_asm: Gallionellaceae bacterium UBA2239 UBA2239_contig_676, whole genome shotgun sequence
JAFLCA010000089.1    -         lina-combo-v1        -          cm        1       56    10637    10690      +    no    1 0.57   0.0   36.4       4.1 !   Deltaproteobacteria bacterium isolate UWPOB_DELTA1 gnl_X_BEAILMKM_89, whole genome shotgun sequence
NZ_CP025746.1        -         lina-combo-v1        -          cm        1       56  2063351  2063294      -    no    1 0.38   0.0   36.4       4.1 !   Clostridium sp. CT4 chromosome, complete genome
DPIG01000043.1       -         lina-combo-v1        -          cm        1       56     4276     4327      +    no    1 0.62   0.0   36.3       4.1 !   TPA_asm: Candidatus Omnitrophica bacterium isolate UBA10147 contig_53024, whole genome shotgun sequence
JADJXW010000011.1    -         lina-combo-v1        -          cm        1       56    18339    18393      +    no    1 0.69   0.0   36.3       4.1 !   Proteobacteria bacterium isolate Lyne_18-Q3-R50-59_BAT3C.242 tig00023701-10-939170, whole genome shotgun sequence
NZ_JADDIV010000006.1 -         lina-combo-v1        -          cm        1       56   230236   230290      +    no    1 0.84   7.4   36.3       4.1 !   Ramlibacter sp. HM2 contig6, whole genome shotgun sequence
NZ_PEFL01000002.1    -         lina-combo-v1        -          cm        1       56   276009   276072      +    no    1 0.67   0.0   36.3       4.1 !   Comamonas sp. 26 Ga0181122_12, whole genome shotgun sequence
NZ_JABBCQ020000008.1 -         lina-combo-v1        -          cm        1       56   119162   119099      -    no    1 0.67   0.0   36.3       4.1 !   Comamonas suwonensis strain EJ-4 scaffold8_size228526, whole genome shotgun sequence
JACRAY010000009.1    -         lina-combo-v1        -          cm        1       56   263003   263052      +    no    1 0.80   0.9   36.3       4.1 !   Burkholderiales bacterium isolate NC_groundwater_1606_Pr3_B-0.1um_68_97 SR-2_scaffold_141_1249262, whole genome shotgun sequence
NZ_JAFBFZ010000001.1 -         lina-combo-v1        -          cm        1       56    98335    98278      -    no    1 0.69   0.0   36.3       4.1 !   Hydrogenophaga laconesensis strain BE331 Ga0454588_01, whole genome shotgun sequence
NZ_JACHOU010000003.1 -         lina-combo-v1        -          cm        1       56    51039    50990      -    no    1 0.72   0.1   36.3       4.1 !   Aminobacter aganoensis strain DSM 7051 Ga0373208_03, whole genome shotgun sequence
MHHA01000075.1       -         lina-combo-v1        -          cm        1       56     1719     1661      -    no    1 0.53   0.0   36.3       4.2 !   Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_46_30 rifcsplowo2_12_scaffold_75937, whole genome shotgun sequence
NZ_JACOMF010000003.1 -         lina-combo-v1        -          cm        1       56   171698   171643      -    no    1 0.71   0.7   36.3       4.2 !   Siccirubricoccus deserti strain SYSU D8009 Scaffold3, whole genome shotgun sequence
NZ_CP029985.1        -         lina-combo-v1        -          cm        1       56  2998337  2998392      +    no    1 0.70   0.0   36.3       4.2 !   Sphingomonas sp. FARSPH chromosome, complete genome
NZ_JAABNP010000009.1 -         lina-combo-v1        -          cm        1       56    31398    31455      +    no    1 0.38   0.0   36.3       4.3 !   Clostridium sp. C2-6-12 NODE_9_length_178722_cov_292.596490, whole genome shotgun sequence
MGTT01000021.1       -         lina-combo-v1        -          cm        1       56    53467    53413      -    no    1 0.69   0.0   36.3       4.3 !   Elusimicrobia bacterium GWA2_56_46 gwa2_scaffold_399, whole genome shotgun sequence
NZ_JAASQI010000008.1 -         lina-combo-v1        -          cm        1       56   224308   224367      +    no    1 0.77   0.7   36.2       4.3 !   Pseudochelatococcus lubricantis strain DSM 103870 Ga0373372_08, whole genome shotgun sequence
SYLX01000099.1       -         lina-combo-v1        -          cm        1       56     6822     6769      -    no    1 0.65   0.0   36.2       4.4 !   Bdellovibrionales bacterium isolate F1-80-MAGs081 F1-80__c240824, whole genome shotgun sequence
PNKD01000224.1       -         lina-combo-v1        -          cm        1       56     1936     1991      +    no    1 0.77   0.9   36.2       4.4 !   Leptothrix sp. (in: Bacteria) isolate PR.3.46 PR_1007635_3450, whole genome shotgun sequence
NZ_LMEW01000010.1    -         lina-combo-v1        -          cm        1       56    44603    44549      -    no    1 0.69   0.0   36.2       4.5 !   Massilia sp. Root133 contig_18, whole genome shotgun sequence
DJVP01000005.1       -         lina-combo-v1        -          cm        1       56    35428    35487      +    no    1 0.53   0.0   36.1       4.5 !   TPA_asm: Candidatus Omnitrophica bacterium UBA6253 UBA6253_contig_29690, whole genome shotgun sequence
NZ_RYDV01000003.1    -         lina-combo-v1        -          cm        1       56   217752   217695      -    no    1 0.64   0.0   36.1       4.6 !   Candidimonas sp. SYP-B2681 scaffold03, whole genome shotgun sequence
JACRCW010000166.1    -         lina-combo-v1        -          cm        1       56    26596    26648      +    no    1 0.74   0.0   36.1       4.6 !   Deltaproteobacteria bacterium isolate NC_groundwater_1656_Pr3_B-0.1um_70_40 SR-2_scaffold_141_4149839, whole genome shotgun sequence
JADJFE010000001.1    -         lina-combo-v1        -          cm        1       56   560378   560315      -    no    1 0.66   0.1   36.1       4.6 !   Rhodoferax sp. isolate Bjer_18-Q3-R1-45_BATAC.458 tig00001862-10-6955040, whole genome shotgun sequence
MHIY01000004.1       -         lina-combo-v1        -          cm        1       56     4466     4528      +    no    1 0.52   0.0   36.1       4.6 !   Candidatus Colwellbacteria bacterium RIFCSPLOWO2_01_FULL_48_10 rifcsplowo2_01_scaffold_11379, whole genome shotgun sequence
NZ_BMYS01000009.1    -         lina-combo-v1        -          cm        1       56    56339    56397      +    no    1 0.59   0.0   36.1       4.7 !   Advenella faeciporci strain KCTC 23732 sequence09, whole genome shotgun sequence
NZ_UOOB01000002.1    -         lina-combo-v1        -          cm        1       56     8632     8579      -    no    1 0.65   0.0   36.1       4.7 !   Comamonas sp. lk, whole genome shotgun sequence
CAIVSY010000012.1    -         lina-combo-v1        -          cm        1       56     8865     8916      +    no    1 0.65   0.0   36.1       4.7 !   uncultured bacterium isolate LaPlata_bin-2000 genome assembly, contig: bin-2000:012/118, whole genome shotgun sequence
CAIXAA010000592.1    -         lina-combo-v1        -          cm        1       56     3394     3338      -    no    1 0.74   0.1   36.1       4.7 !   uncultured Myxococcales bacterium isolate MJ120716A_bin-0880 genome assembly, contig: bin-0880:592/998, whole genome shotgun sequence
JADJPE010000005.1    -         lina-combo-v1        -          cm        1       56     2535     2581      +    no    1 0.72   0.0   36.1       4.7 !   Deltaproteobacteria bacterium isolate Fred_18-Q3-R57-64_BATAC.308 tig01546525-10-72987380, whole genome shotgun sequence
MHBL01000006.1       -         lina-combo-v1        -          cm        1       56    38331    38386      +    no    1 0.70   0.0   36.0       4.8 !   Lentisphaerae bacterium RIFOXYA12_64_32 RifOxyA12_Lentisphaerae_64_32_updatedv2_103, whole genome shotgun sequence
NZ_BJUY01000017.1    -         lina-combo-v1        -          cm        1       56    34749    34702      -    no    1 0.46   0.0   36.0       4.8 !   Alkalibacterium kapii strain NBRC 103247 sequence17, whole genome shotgun sequence
NZ_FNYW01000001.1    -         lina-combo-v1        -          cm        1       56      439      486      +    no    1 0.46   0.0   36.0       4.8 !   Alkalibacterium gilvum strain DSM 25751, whole genome shotgun sequence
NZ_FOLT01000001.1    -         lina-combo-v1        -          cm        1       56   190527   190574      +    no    1 0.46   0.0   36.0       4.8 !   Alkalibacterium subtropicum strain DSM 23664, whole genome shotgun sequence
NZ_JABWSX010000001.1 -         lina-combo-v1        -          cm        1       56  4241344  4241396      +    no    1 0.62   0.0   36.0       4.9 !   Bradyrhizobium quebecense strain 66S1MB Bradyrhizobium_sp_66S1MB_Contig1, whole genome shotgun sequence
PLMQ01000033.1       -         lina-combo-v1        -          cm        1       56     2582     2531      -    no    1 0.56   0.0   36.0       4.9 !   Syntrophaceae bacterium isolate fen_1166 73.20120800_E2X.51_contig_2887, whole genome shotgun sequence
NZ_VOBG01000023.1    -         lina-combo-v1        -          cm        1       56    20640    20578      -    no    1 0.59   0.0   36.0       4.9 !   Pseudomonas sp. ANT_H4 ctg00023_79420, whole genome shotgun sequence
JACMQD010000297.1    -         lina-combo-v1        -          cm        1       56    13650    13701      +    no    1 0.63   0.0   36.0         5 !   Herminiimonas sp. isolate LF-bin-404 FL-bin-404-contig-k141_1337494, whole genome shotgun sequence
NZ_WMBV01000005.1    -         lina-combo-v1        -          cm        1       56   125657   125713      +    no    1 0.74   0.0   36.0         5 !   Bordetella petrii strain BT 1 9.2 NODE_5_length_234454_cov_16.633939, whole genome shotgun sequence
NZ_FOUS01000009.1    -         lina-combo-v1        -          cm        1       56     2917     2969      +    no    1 0.68   0.0   36.0         5 !   Bradyrhizobium sp. Rc3b, whole genome shotgun sequence
DDJC01000043.1       -         lina-combo-v1        -          cm        1       56     6035     6091      +    no    1 0.65   0.0   36.0         5 !   TPA_asm: Burkholderiales bacterium UBA1834 UBA1834_contig_223, whole genome shotgun sequence
NZ_JAABNO010000002.1 -         lina-combo-v1        -          cm        1       56   205295   205238      -    no    1 0.40   0.0   36.0         5 !   Clostridium sp. C8-1-8 NODE_2_length_436768_cov_253.084568, whole genome shotgun sequence
CAADGB010000231.1    -         lina-combo-v1        -          cm        1       56     2900     2857      -    no    1 0.75   0.0   36.0         5 !   uncultured delta proteobacterium isolate PRO4.fa.gz genome assembly, contig: k127_366901, whole genome shotgun sequence
CAIPNE010000687.1    -         lina-combo-v1        -          cm        1       56     3444     3381      -    no    1 0.62   0.0   35.9       5.1 !   uncultured Gammaproteobacteria bacterium isolate Loclat_bin-18265 genome assembly, contig: bin-18265:687/914, whole genome shotgun sequence
JAGDMS010000052.1    -         lina-combo-v1        -          cm        1       56    15319    15275      -    no    1 0.64   0.0   35.9       5.1 !   Deltaproteobacteria bacterium isolate CTSoil_040 scaffold_921, whole genome shotgun sequence
NZ_QHJE01000001.1    -         lina-combo-v1        -          cm        1       56  2219791  2219739      -    no    1 0.70   0.0   35.9       5.1 !   Hyphomicrobium methylovorum strain Bras1 NODE_1_length_3442264_cov_15.9485, whole genome shotgun sequence
NZ_CP032416.1        -         lina-combo-v1        -          cm        1       56  2600663  2600607      -    no    1 0.32   0.0   35.9       5.1 !   Clostridium fermenticellae strain JN500901 chromosome, complete genome
NZ_CP035708.1        -         lina-combo-v1        -          cm        1       56  1691392  1691336      -    no    1 0.75   0.1   35.9       5.1 !   Sphaerotilus natans subsp. sulfidivorans strain D-507 chromosome, complete genome
NZ_JABSNM010000007.1 -         lina-combo-v1        -          cm        1       56   208872   208928      +    no    1 0.75   0.1   35.9       5.1 !   Leptothrix sp. C29 Ga0416762_07, whole genome shotgun sequence
NZ_FNZB01000001.1    -         lina-combo-v1        -          cm        1       56   269302   269357      +    no    1 0.75   0.6   35.9       5.1 !   Sphingomonas sp. OV641, whole genome shotgun sequence
NZ_QFGA01000001.1    -         lina-combo-v1        -          cm        1       56  1698457  1698398      -    no    1 0.50   0.0   35.9       5.1 !   Pelotomaculum schinkii strain HH Psch_contig000001, whole genome shotgun sequence
NZ_JAGFVM010000003.1 -         lina-combo-v1        -          cm        1       56    65033    65080      +    no    1 0.48   0.0   35.9       5.2 !   Marinilactibacillus sp. M4U5P12 84, whole genome shotgun sequence
JAAZML010000014.1    -         lina-combo-v1        -          cm        1       56    23411    23469      +    no    1 0.53   0.0   35.9       5.2 !   MAG: Clostridium sp. isolate AS23ysBPME_38 59146_AS23, whole genome shotgun sequence
NC_021182.1          -         lina-combo-v1        -          cm        1       56  1323767  1323710      -    no    1 0.34   0.0   35.9       5.2 !   Clostridium pasteurianum BC1, complete sequence
JAGOSC010000022.1    -         lina-combo-v1        -          cm        1       56    11098    11049      -    no    1 0.54   0.0   35.9       5.3 !   Candidatus Omnitrophica bacterium isolate Gw_Eff_bin_307 Gw_Eff_1677_length_40048_cov_5.464142, whole genome shotgun sequence
DULG01000021.1       -         lina-combo-v1        -          cm        1       56    25252    25197      -    no    1 0.50   0.0   35.8       5.3 !   TPA_asm: Clostridia bacterium isolate AS04akNAM_103 7427_AS04, whole genome shotgun sequence
NZ_JAFCME010000004.1 -         lina-combo-v1        -          cm        1       56     7638     7585      -    no    1 0.69   0.0   35.8       5.3 !   Bradyrhizobium sp. AUGA SZCCT0158 NODE_4, whole genome shotgun sequence
NZ_CP044549.1        -         lina-combo-v1        -          cm        1       56  3317355  3317411      +    no    1 0.68   0.0   35.8       5.4 !   Hydrogenophaga sp. BPS33 chromosome, complete genome
