#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_SEIL01000087.1    -         nhaA-I               RF03057    cm        1       55      289      239      -    no    1 0.49   0.0   51.0   8.5e-07 !   Acinetobacter lwoffii strain AL_065 NODE_83_length_12254_cov_23.0646, whole genome shotgun sequence
NZ_VKDK01000004.1    -         nhaA-I               RF03057    cm       40       51    81987    81976      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Corynebacterium aurimucosum strain 2274 NODE_4_length_176750_cov_231.472, whole genome shotgun sequence
NZ_MRVD01000073.1    -         nhaA-I               RF03057    cm       40       51    25258    25269      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Ensifer adhaerens strain X097 Scaffold113, whole genome shotgun sequence
NZ_JAOA01000001.1    -         nhaA-I               RF03057    cm       40       51  1225987  1225976      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Mycobacterium kansasii 662 gmk662.contig.0, whole genome shotgun sequence
NZ_JAOA01000001.1    -         nhaA-I               RF03057    cm       40       51  1358523  1358534      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Mycobacterium kansasii 662 gmk662.contig.0, whole genome shotgun sequence
NZ_JAOA01000004.1    -         nhaA-I               RF03057    cm       40       51   319475   319464      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Mycobacterium kansasii 662 gmk662.contig.3, whole genome shotgun sequence
NZ_JAOA01000004.1    -         nhaA-I               RF03057    cm       40       51   455634   455623      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Mycobacterium kansasii 662 gmk662.contig.3, whole genome shotgun sequence
NZ_JAOA01000006.1    -         nhaA-I               RF03057    cm       40       51   254305   254316      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Mycobacterium kansasii 662 gmk662.contig.5, whole genome shotgun sequence
NZ_JOEI01000085.1    -         nhaA-I               RF03057    cm       40       51      546      557      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Streptomyces scopuliridis RB72 strain NRRL B-24574 contig85.1, whole genome shotgun sequence
NZ_JACJNF010000020.1 -         nhaA-I               RF03057    cm       40       51    32118    32107      -    no    1 1.00   0.1    9.8   8.2e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_20, whole genome shotgun sequence
NZ_JACJNC010000027.1 -         nhaA-I               RF03057    cm       40       51    45527    45516      -    no    1 1.00   0.1    9.8   8.2e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_27, whole genome shotgun sequence
NZ_JACJMT010000008.1 -         nhaA-I               RF03057    cm       40       51   130864   130853      -    no    1 1.00   0.1    9.8   8.2e+03 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_08, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       40       51   569388   569399      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_RCIN01000024.1    -         nhaA-I               RF03057    cm       40       51    35329    35318      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Proteus mirabilis strain L90 NODE_24_length_36194_cov_204.748, whole genome shotgun sequence
NZ_PYUR01000030.1    -         nhaA-I               RF03057    cm       40       51   137093   137082      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Salmonella enterica subsp. enterica serovar Typhimurium strain OLF-FSR1-ST-44 11, whole genome shotgun sequence
NZ_QDLQ01000024.1    -         nhaA-I               RF03057    cm       40       51    12427    12438      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Salmonella enterica strain 235 NODE_24_length_43671_cov_16.3444, whole genome shotgun sequence
NZ_NQXZ01000039.1    -         nhaA-I               RF03057    cm       40       51    31399    31410      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig39, whole genome shotgun sequence
NZ_QYZT01000147.1    -         nhaA-I               RF03057    cm       40       51      223      234      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Streptomyces alfalfae strain XY25 contig147, whole genome shotgun sequence
NZ_JOEI01000085.1    -         nhaA-I               RF03057    cm       40       51      461      472      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Streptomyces scopuliridis RB72 strain NRRL B-24574 contig85.1, whole genome shotgun sequence
NZ_LHMF01000001.1    -         nhaA-I               RF03057    cm       40       51    12511    12522      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_1, whole genome shotgun sequence
NZ_LHNW01000009.1    -         nhaA-I               RF03057    cm       40       51   137343   137332      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_9, whole genome shotgun sequence
NZ_LHLX01000040.1    -         nhaA-I               RF03057    cm       40       51    12504    12515      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_40, whole genome shotgun sequence
NZ_LHLF01000017.1    -         nhaA-I               RF03057    cm       40       51   137343   137332      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_17, whole genome shotgun sequence
NZ_LHMA01000017.1    -         nhaA-I               RF03057    cm       40       51   137343   137332      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_17, whole genome shotgun sequence
NZ_SZVD01000032.1    -         nhaA-I               RF03057    cm       40       51    40078    40067      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Enterobacter ludwigii strain ES-1 NODE_32_length_52513_cov_187.905752, whole genome shotgun sequence
NZ_JAJNSX010000027.1 -         nhaA-I               RF03057    cm       40       51      879      868      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Lactobacillus delbrueckii subsp. bulgaricus strain FAM 22166 FAM22166-i1-1_scf27, whole genome shotgun sequence
NZ_ACEQ02000017.1    -         nhaA-I               RF03057    cm       40       51    46915    46926      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Neisseria lactamica ATCC 23970 N_lactamica-1.0.2_Cont16.1, whole genome shotgun sequence
NZ_MRZP01000003.1    -         nhaA-I               RF03057    cm       40       51    39479    39468      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_3_length_160971_cov_91.5543_ID_5, whole genome shotgun sequence
NZ_MRZP01000046.1    -         nhaA-I               RF03057    cm       40       51     2247     2236      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_46_length_36158_cov_76.9095_ID_91, whole genome shotgun sequence
NZ_JYOF01000001.1    -         nhaA-I               RF03057    cm       40       51   291545   291556      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Pseudomonas sp. 2(2015) contig1, whole genome shotgun sequence
NZ_JYOF01000007.1    -         nhaA-I               RF03057    cm       40       51   185287   185298      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Pseudomonas sp. 2(2015) contig7, whole genome shotgun sequence
NZ_CABGVC010000001.1 -         nhaA-I               RF03057    cm       40       51   970978   970967      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_WJWO01000004.1    -         nhaA-I               RF03057    cm       40       51   278126   278137      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Klebsiella pneumoniae strain CriePir26 NODE_4_length_301155_cov_51.0412, whole genome shotgun sequence
NZ_WJWO01000013.1    -         nhaA-I               RF03057    cm       40       51    88746    88757      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Klebsiella pneumoniae strain CriePir26 NODE_13_length_192382_cov_49.4474, whole genome shotgun sequence
NZ_JAOA01000004.1    -         nhaA-I               RF03057    cm       40       51    26044    26033      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Mycobacterium kansasii 662 gmk662.contig.3, whole genome shotgun sequence
NZ_JAOA01000004.1    -         nhaA-I               RF03057    cm       40       51    66850    66839      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Mycobacterium kansasii 662 gmk662.contig.3, whole genome shotgun sequence
NZ_ACJD01000003.1    -         nhaA-I               RF03057    cm       40       51   228224   228235      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Brucella ceti str. Cudo chromosome I VBI00081_3, whole genome shotgun sequence
NZ_AAKL01000272.1    -         nhaA-I               RF03057    cm       40       51      164      175      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Ralstonia solanacearum UW551 Cont0292, whole genome shotgun sequence
NZ_CABEFZ010000001.1 -         nhaA-I               RF03057    cm       40       51    61582    61593      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JACJNF010000001.1 -         nhaA-I               RF03057    cm       40       51   833427   833416      -    no    1 1.00   0.1    9.8   8.2e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4042 Ga0394368_01, whole genome shotgun sequence
NZ_JACJNC010000019.1 -         nhaA-I               RF03057    cm       40       51    57766    57755      -    no    1 1.00   0.1    9.8   8.2e+03 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_19, whole genome shotgun sequence
NZ_CDMV01000013.1    -         nhaA-I               RF03057    cm       40       51   105550   105561      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_LWTG01000157.1    -         nhaA-I               RF03057    cm       40       51      243      232      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Streptobacillus moniliformis strain A378/1 contig_206, whole genome shotgun sequence
NZ_ANMK01000151.1    -         nhaA-I               RF03057    cm       40       51   136212   136201      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp120 contig00186, whole genome shotgun sequence
NZ_ANMI01000069.1    -         nhaA-I               RF03057    cm       40       51   126694   126705      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp22 contig00076, whole genome shotgun sequence
NZ_ANMJ01000036.1    -         nhaA-I               RF03057    cm       40       51    39608    39597      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp46 contig00039, whole genome shotgun sequence
NZ_ANMM01000001.1    -         nhaA-I               RF03057    cm       40       51   185278   185289      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Lacticaseibacillus paracasei subsp. paracasei Lpp225 contig00001, whole genome shotgun sequence
NZ_JAAQPR010000002.1 -         nhaA-I               RF03057    cm       40       51    34031    34042      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Pseudonocardia cytotoxica strain MCCB 268 tig00000036, whole genome shotgun sequence
NZ_JTCJ01000006.1    -         nhaA-I               RF03057    cm       40       51    12951    12940      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Pseudomonas putida strain SQ1 Contig_87_PpSQ1, whole genome shotgun sequence
NZ_JTCJ01000506.1    -         nhaA-I               RF03057    cm       40       51     2667     2678      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Pseudomonas putida strain SQ1 Contig_172_PpSQ1, whole genome shotgun sequence
NZ_JYOF01000011.1    -         nhaA-I               RF03057    cm       40       51   227954   227965      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Pseudomonas sp. 2(2015) contig11, whole genome shotgun sequence
NZ_CABGVC010000013.1 -         nhaA-I               RF03057    cm       40       51    87019    87008      -    no    1 1.00   0.1    9.8   8.2e+03 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_WJWO01000022.1    -         nhaA-I               RF03057    cm       40       51    12488    12499      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Klebsiella pneumoniae strain CriePir26 NODE_22_length_94231_cov_58.241, whole genome shotgun sequence
NZ_WVHV01001279.1    -         nhaA-I               RF03057    cm       40       51       46       57      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Serratia marcescens strain AS012386 AS012386_1285, whole genome shotgun sequence
NZ_CDMV01000044.1    -         nhaA-I               RF03057    cm       40       51    12429    12440      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_QYZT01000147.1    -         nhaA-I               RF03057    cm       40       51      173      184      +    no    1 1.00   0.1    9.8   8.2e+03 ?   Streptomyces alfalfae strain XY25 contig147, whole genome shotgun sequence
NZ_MRVD01000035.1    -         nhaA-I               RF03057    cm        1       55    13588    13541      -    no    1 0.67   0.0    9.8   8.2e+03 ?   Ensifer adhaerens strain X097 Scaffold53, whole genome shotgun sequence
NZ_WJWO01000050.1    -         nhaA-I               RF03057    cm        1       55     3570     3630      +    no    1 0.66   0.0    9.8   8.2e+03 ?   Klebsiella pneumoniae strain CriePir26 NODE_50_length_4228_cov_85.789, whole genome shotgun sequence
NZ_SEIL01000125.1    -         nhaA-I               RF03057    cm        1       55     4447     4387      -    no    1 0.66   0.0    9.8   8.2e+03 ?   Acinetobacter lwoffii strain AL_065 NODE_121_length_5964_cov_18.5383, whole genome shotgun sequence
NZ_CDMV01000051.1    -         nhaA-I               RF03057    cm        1       55     5369     5309      -    no    1 0.66   0.0    9.8   8.2e+03 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_RCIN01000036.1    -         nhaA-I               RF03057    cm        1       55     5568     5508      -    no    1 0.66   0.0    9.8   8.2e+03 ?   Proteus mirabilis strain L90 NODE_36_length_7154_cov_50.7134, whole genome shotgun sequence
NZ_MRZP01000001.1    -         nhaA-I               RF03057    cm        1       55   117757   117806      +    no    1 0.70   0.0    9.8   8.3e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_1_length_293101_cov_76.4829_ID_1, whole genome shotgun sequence
NZ_MRZP01000024.1    -         nhaA-I               RF03057    cm        1       55    46672    46629      -    no    1 0.70   0.0    9.8   8.3e+03 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_24_length_71792_cov_72.1165_ID_47, whole genome shotgun sequence
NZ_CABEFZ010000070.1 -         nhaA-I               RF03057    cm        1       55    60857    60811      -    no    1 0.60   0.0    9.8   8.3e+03 ?   Desulfosarcina cetonica strain xyz, whole genome shotgun sequence
NZ_JAOA01000007.1    -         nhaA-I               RF03057    cm       36       55   143280   143260      -    no    1 0.76   0.0    9.8   8.3e+03 ?   Mycobacterium kansasii 662 gmk662.contig.6, whole genome shotgun sequence
NZ_VEFD01000057.1    -         nhaA-I               RF03057    cm        1       55      220      264      +    no    1 0.49   0.2    9.8   8.3e+03 ?   Staphylococcus pettenkoferi strain DE0149 NODE_57_length_281_cov_0.338235, whole genome shotgun sequence
